"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"195","ILLINOIS POWER CO","YES","YES","GT (Gas Transmission)",1,0,"0","MATERIAL/WELD/EQUIP FAILURE",1989,1e+07
"196","SOUTHERN NATURAL GAS CO","YES","YES","GT (Gas Transmission)",7,10,"0","EXCAVATION DAMAGE",1989,103333333
"197","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"38778.5941792021","MATERIAL/WELD/EQUIP FAILURE",1989,38779
"198","DELHI GAS PIPELINE CORP","NO","NO","GG (Gas Gathering)",0,0,"45060.8240680183","CORROSION",1989,45061
"199","TEXAS UTILITIES FUEL CO","NO","NO","GT (Gas Transmission)",0,0,"5632.60300850229","CORROSION",1989,5633
"200","MICHIGAN CONSOLIDATED GAS CO (MICHCON)","YES","NO","GT (Gas Transmission)",0,0,"563260.300850229","EXCAVATION DAMAGE",1989,563260
"201","GULF STATES PIPELINE CORP","NO","NO","GT (Gas Transmission)",0,0,"93876.7168083715","ALL OTHER CAUSES",1989,93877
"202","EL PASO NATURAL GAS CO","YES","NO","GG (Gas Gathering)",0,0,"627376.22089601","CORROSION",1989,627376
"203","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"244079.463701766","MATERIAL/WELD/EQUIP FAILURE",1989,244079
"204","NORTHERN NATURAL GAS CO","YES","YES","GT (Gas Transmission)",0,1,"0","ALL OTHER CAUSES",1989,3333333
"205","TEXAS UTILITIES FUEL CO","NO","NO","GT (Gas Transmission)",0,0,"37550.6867233486","CORROSION",1989,37551
"206","HOUSTON PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"46938.3584041857","MATERIAL/WELD/EQUIP FAILURE",1989,46938
"207","RED RIVER PIPELINE CORP","NO","NO","GT (Gas Transmission)",0,0,"24407.9463701766","ALL OTHER CAUSES",1989,24408
"208","WILLIAMS NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"18775.3433616743","ALL OTHER CAUSES",1989,18775
"209","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"65713.7017658601","EXCAVATION DAMAGE",1989,65714
"210","HOUSTON PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"80733.9764551995","CORROSION",1989,80734
"211","MOBIL VANDERBILT-BEAUMONT PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"78856.4421190321","CORROSION",1989,78856
"212","DELHI GAS PIPELINE CORP","NO","NO","GG (Gas Gathering)",0,0,"18604.4877370831","CORROSION",1989,18604
"213","MOBIL VANDERBILT-BEAUMONT PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"140815.075212557","CORROSION",1989,140815
"214","TRANSCO GAS PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"112652.060170046","CORROSION",1989,112652
"215","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"187753.433616743","EXCAVATION DAMAGE",1989,187753
"216","K N ENERGY INC(KANSAS NEBRASKA GAS CO)","YES","YES","GT (Gas Transmission)",0,2,"563260.300850229","EXCAVATION DAMAGE",1989,7229927
"217","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"7510137.34466972","ALL OTHER CAUSES",1989,7510137
"218","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"187753.433616743","ALL OTHER CAUSES",1989,187753
"219","MOBIL VANDERBILT-BEAUMONT PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"11640.7128842381","MATERIAL/WELD/EQUIP FAILURE",1989,11641
"220","TRANSCO GAS PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"704075.376062786","MATERIAL/WELD/EQUIP FAILURE",1989,704075
"221","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"122039.731850883","CORROSION",1989,122040
"222","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"49933.0256703728","NATURAL FORCE DAMAGE",1989,49933
"223","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"9387.67168083715","EXCAVATION DAMAGE",1989,9388
"224","RIO PIPELINE LP","NO","NO","GT (Gas Transmission)",0,0,"9387.67168083715","EXCAVATION DAMAGE",1989,9388
"225","COLUMBIA GAS TRANSMISSION CORP","YES","YES","GT (Gas Transmission)",0,1,"0","EXCAVATION DAMAGE",1989,3333333
"226","CHEVRON USA INC","YES","NO","GG (Gas Gathering)",0,0,"938767.168083715","EXCAVATION DAMAGE",1989,938767
"227","HOUSTON PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"93876.7168083715","CORROSION",1989,93877
"228","SOUTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"93876.7168083715","EXCAVATION DAMAGE",1989,93877
"229","VAL GAS CO","NO","NO","GG (Gas Gathering)",0,0,"26285.480706344","CORROSION",1989,26285
"230","TEXAS UTILITIES FUEL CO","NO","NO","GT (Gas Transmission)",0,0,"38489.4538914323","MATERIAL/WELD/EQUIP FAILURE",1989,38489
"231","TRANSCO GAS PIPELINE CORP","YES","YES","GT (Gas Transmission)",0,3,"1068166.83453237","ALL OTHER CAUSES",1989,11068167
"232","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"210283.845650752","EXCAVATION DAMAGE",1989,210284
"233","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"285385.219097449","CORROSION",1989,285385
"234","LLANO INC","YES","NO","GG (Gas Gathering)",0,0,"1126520.60170046","ALL OTHER CAUSES",1989,1126521
"235","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"751013.734466972","CORROSION",1989,751014
"236","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"19041.9532374101","EXCAVATION DAMAGE",1989,19042
"237","CABOT GAS SUPPLY CORP","NO","NO","GT (Gas Transmission)",0,0,"78856.4421190321","EXCAVATION DAMAGE",1989,78856
"238","VALERO TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"6571.370176586","CORROSION",1989,6571
"239","NATURAL GAS PIPELINE CO OF AMERICA","YES","YES","GT (Gas Transmission)",11,3,"1408150.75212557","EXCAVATION DAMAGE",1989,121408151
"240","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"187753.433616743","EXCAVATION DAMAGE",1989,187753
"241","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"187753.433616743","CORROSION",1989,187753
"242","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"5632603.00850229","ALL OTHER CAUSES",1989,5632603
"243","TEJAS GAS CO","YES","YES","GT (Gas Transmission)",0,1,"9387.67168083715","EXCAVATION DAMAGE",1989,3342721
"244","COLUMBIA GAS TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"93876.7168083715","CORROSION",1989,93877
"245","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"244079.463701766","MATERIAL/WELD/EQUIP FAILURE",1989,244079
"246","COLUMBIA GULF TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"8828166.44865926","EXCAVATION DAMAGE",1989,8828166
"247","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"172169.898626553","ALL OTHER CAUSES",1989,172170
"248","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"1877534.33616743","ALL OTHER CAUSES",1989,1877534
"249","VALERO TRANSMISSION CO","YES","YES","GT (Gas Transmission)",0,2,"0","ALL OTHER CAUSES",1989,6666667
"250","ARKANSAS LOUISIANA GAS CO (ARKLA GAS CO)","YES","NO","GT (Gas Transmission)",0,0,"330446.043165468","MATERIAL/WELD/EQUIP FAILURE",1989,330446
"251","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"189630.96795291","CORROSION",1989,189631
"252","CONSOLIDATED EDISON CO OF NEW YORK","YES","YES","GT (Gas Transmission)",2,1,"93876.7168083715","EXCAVATION DAMAGE",1989,23427210
"253","UNITED GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"225304.120340092","EXCAVATION DAMAGE",1989,225304
"254","MORGAS CO","YES","YES","GT (Gas Transmission)",0,1,"14081.5075212557","EXCAVATION DAMAGE",1989,3347415
"255","GAS CO OF NEW MEXICO","YES","NO","GT (Gas Transmission)",0,0,"271679.810725552","EXCAVATION DAMAGE",1990,271680
"256","TENNESSEE GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","MATERIAL/WELD/EQUIP FAILURE",1990,90560
"257","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"60456.6056245912","ALL OTHER CAUSES",1989,60457
"258","UNITED TEXAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"50244.6963701766","EXCAVATION DAMAGE",1989,50245
"259","ONG TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"94544.5741324921","EXCAVATION DAMAGE",1990,94545
"260","COASTAL STATES GAS TRANSMISSION CO","NO","NO","GG (Gas Gathering)",0,0,"18775.3433616743","CORROSION",1989,18775
"261","TEXAS UTILITIES FUEL CO","NO","NO","GT (Gas Transmission)",0,0,"50713.5646687697","CORROSION",1990,50714
"262","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"28163.0150425115","NATURAL FORCE DAMAGE",1989,28163
"263","TEXAS EASTERN GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","MATERIAL/WELD/EQUIP FAILURE",1990,90560
"264","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"17568.6277602524","EXCAVATION DAMAGE",1990,17569
"265","WESTAR TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"9961.59305993691","EXCAVATION DAMAGE",1990,9962
"266","UNITED GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"177948.464826498","MATERIAL/WELD/EQUIP FAILURE",1990,177948
"267","UNITED GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"905599.369085174","EXCAVATION DAMAGE",1990,905599
"268","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"362239.747634069","EXCAVATION DAMAGE",1990,362240
"269","TENNESSEE GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"9055.99369085174","MATERIAL/WELD/EQUIP FAILURE",1990,9056
"270","ARKLA ENERGY RESOURCES","NO","NO","GT (Gas Transmission)",0,0,"92371.1356466877","MATERIAL/WELD/EQUIP FAILURE",1990,92371
"271","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"114105.520504732","CORROSION",1990,114106
"272","WILLIAMS NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","ALL OTHER CAUSES",1990,90560
"273","TRANSCO GAS PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"271679.810725552","CORROSION",1990,271680
"274","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"31668.8099369085","EXCAVATION DAMAGE",1990,31669
"275","UNITED GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"19379.8264984227","EXCAVATION DAMAGE",1990,19380
"276","TENNESSEE GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","MATERIAL/WELD/EQUIP FAILURE",1990,90560
"277","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1811198.73817035","NATURAL FORCE DAMAGE",1990,1811199
"278","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1448958.99053628","NATURAL FORCE DAMAGE",1990,1448959
"279","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","MATERIAL/WELD/EQUIP FAILURE",1990,90560
"280","NORTHERN NATURAL GAS CO (ENRON)","YES","NO","GT (Gas Transmission)",0,0,"380351.735015773","NATURAL FORCE DAMAGE",1990,380352
"281","NATURAL GAS PIPELINE CO OF AMERICA","YES","YES","GT (Gas Transmission)",0,1,"0","CORROSION",1990,3333333
"282","MISSISSIPPI RIVER TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"181119.873817035","EXCAVATION DAMAGE",1990,181120
"283","MISSISSIPPI RIVER TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"181119.873817035","MATERIAL/WELD/EQUIP FAILURE",1990,181120
"284","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"307903.785488959","CORROSION",1990,307904
"285","TEXAS GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"2873376.23817035","NATURAL FORCE DAMAGE",1990,2873376
"286","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"1086719.24290221","EXCAVATION DAMAGE",1990,1086719
"287","NORTHERN NATURAL GAS CO (ENRON)","YES","NO","GT (Gas Transmission)",0,0,"110483.123028391","EXCAVATION DAMAGE",1990,110483
"288","SEA ROBIN PIPELINE CO","YES","YES","GT (Gas Transmission)",0,2,"0","ALL OTHER CAUSES",1990,6666667
"289","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"163007.886435331","CORROSION",1990,163008
"290","HANOVER ENERGY INC","YES","NO","GG (Gas Gathering)",0,0,"633919.558359622","MATERIAL/WELD/EQUIP FAILURE",1990,633920
"291","CNG TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"393030.126182965","NATURAL FORCE DAMAGE",1990,393030
"292","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"400274.921135647","CORROSION",1990,400275
"293","ILLINOIS POWER CO","YES","NO","GT (Gas Transmission)",0,0,"126783.911671924","EXCAVATION DAMAGE",1990,126784
"294","PEOPLES GAS LIGHT & COKE CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","ALL OTHER CAUSES",1990,90560
"295","COLUMBIA GAS TRANSMISSION CORP","YES","YES","GT (Gas Transmission)",0,1,"271679.810725552","MATERIAL/WELD/EQUIP FAILURE",1990,3605013
"296","HOUSTON PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"543359.621451104","ALL OTHER CAUSES",1990,543360
"297","FORT COBB FUEL IRRIGATION AUTH","YES","YES","GT (Gas Transmission)",0,2,"0","ALL OTHER CAUSES",1990,6666667
"298","LLANO INC","YES","YES","GT (Gas Transmission)",0,1,"0","EXCAVATION DAMAGE",1990,3333333
"299","CAPROCK PIPELINE CO","YES","YES","GT (Gas Transmission)",0,1,"15395.189274448","MATERIAL/WELD/EQUIP FAILURE",1990,3348729
"300","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"362239.747634069","MATERIAL/WELD/EQUIP FAILURE",1990,362240
"301","PEOPLES NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","EXCAVATION DAMAGE",1990,90560
"302","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"123161.514195584","EXCAVATION DAMAGE",1990,123162
"303","TRANSCO GAS PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"262854.80706344","EXCAVATION DAMAGE",1989,262855
"304","SOUTHERN CALIFORNIA GAS CO","NO","NO","GT (Gas Transmission)",0,0,"38397.4132492114","EXCAVATION DAMAGE",1990,38397
"305","HOUSTON PIPELINE CO","YES","YES","GT (Gas Transmission)",0,2,"0","ALL OTHER CAUSES",1990,6666667
"306","ANR PIPELINE CO (AMERICAN NATURAL RESOURCE)","YES","NO","GT (Gas Transmission)",0,0,"366767.744479495","CORROSION",1990,366768
"307","CNG TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"259001.41955836","ALL OTHER CAUSES",1990,259001
"308","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","EXCAVATION DAMAGE",1990,90560
"309","EL PASO NATURAL GAS CO","YES","YES","GT (Gas Transmission)",0,1,"378920.888012618","EXCAVATION DAMAGE",1990,3712254
"310","CLAJON GAS CO","YES","YES","GT (Gas Transmission)",0,2,"0","EXCAVATION DAMAGE",1990,6666667
"311","NATURAL GAS PIPELINE CO OF AMERICA","NO","NO","GT (Gas Transmission)",0,0,"90559.9369085174","CORROSION",1990,90560
"312","SOUTHERN CALIFORNIA GAS CO","NO","NO","GT (Gas Transmission)",0,0,"99615.9305993691","EXCAVATION DAMAGE",1990,99616
"313","TEXAS EASTERN GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"163007.886435331","EXCAVATION DAMAGE",1990,163008
"314","UNITED GAS PIPELINE CO","YES","YES","GT (Gas Transmission)",0,2,"0","ALL OTHER CAUSES",1990,6666667
"315","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"380351.735015773","EXCAVATION DAMAGE",1990,380352
"316","TENNESSEE GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"905599.369085174","EXCAVATION DAMAGE",1990,905599
"317","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"543359.621451104","CORROSION",1990,543360
"318","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"271679.810725552","CORROSION",1990,271680
"319","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"289791.798107256","MATERIAL/WELD/EQUIP FAILURE",1990,289792
"320","VALERO TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"191316.922712934","ALL OTHER CAUSES",1990,191317
"321","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"670685.081545741","MATERIAL/WELD/EQUIP FAILURE",1990,670685
"322","CNG TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"271679.810725552","CORROSION",1990,271680
"323","TENNESSEE GAS PIPELINE CO","YES","YES","GT (Gas Transmission)",0,1,"0","ALL OTHER CAUSES",1990,3333333
"324","SOUTHERN NATURAL GAS CO","YES","YES","GT (Gas Transmission)",0,1,"0","MATERIAL/WELD/EQUIP FAILURE",1990,3333333
"325","K N ENERGY INC(KANSAS NEBRASKA GAS CO)","NO","NO","GT (Gas Transmission)",0,0,"10867.1924290221","EXCAVATION DAMAGE",1990,10867
"326","TEXAS GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"410981.571733171","NATURAL FORCE DAMAGE",1991,410982
"327","ANR PIPELINE CO","YES","NO","GG (Gas Gathering)",0,0,"218607.219007006","EXCAVATION DAMAGE",1991,218607
"328","ACADIAN GAS PIPELINE SYSTEM","YES","NO","GT (Gas Transmission)",0,0,"183630.063965885","EXCAVATION DAMAGE",1991,183630
"329","UNITED GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"874428.876028023","EXCAVATION DAMAGE",1991,874429
"330","NATURAL GAS PIPELINE CO OF AMERICA","NO","NO","GT (Gas Transmission)",0,0,"87442.8876028023","CORROSION",1991,87443
"331","NATURAL GAS PIPELINE CO OF AMERICA","NO","NO","GT (Gas Transmission)",0,0,"94088.5470606153","MATERIAL/WELD/EQUIP FAILURE",1991,94089
"332","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"125393.100822418","MATERIAL/WELD/EQUIP FAILURE",1991,125393
"333","VALERO INTERSTATE TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"250086.658544015","ALL OTHER CAUSES",1991,250087
"334","SOUTHERN CALIFORNIA GAS CO","NO","NO","GT (Gas Transmission)",0,0,"104931.465123363","CORROSION",1991,104931
"335","TRANSCO GAS PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"10493146.5123363","MATERIAL/WELD/EQUIP FAILURE",1991,10493147
"336","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"87442.8876028023","CORROSION",1991,87443
"337","NORTHERN NATURAL GAS CO (ENRON)","NO","NO","GT (Gas Transmission)",0,0,"87442.8876028023","NATURAL FORCE DAMAGE",1991,87443
"338","NORTHWEST PIPELINE CORP","YES","NO","GT (Gas Transmission)",0,0,"153199.93908011","EXCAVATION DAMAGE",1991,153200
"339","COLUMBIA GAS TRANSMISSION CORP","YES","YES","GT (Gas Transmission)",0,1,"32178.9826378312","EXCAVATION DAMAGE",1991,3365512
"340","WILLIAMS NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"699543.100822418","ALL OTHER CAUSES",1991,699543
"341","K N ENERGY INC(KANSAS NEBRASKA GAS CO)","NO","NO","GT (Gas Transmission)",0,0,"43721.4438014011","EXCAVATION DAMAGE",1991,43721
"342","CONSUMERS POWER CO","YES","YES","GT (Gas Transmission)",0,2,"0","EXCAVATION DAMAGE",1991,6666667
"343","NATURAL GAS PIPELINE CO OF AMERICA","YES","NO","GT (Gas Transmission)",0,0,"169639.201949436","CORROSION",1991,169639
"344","VALERO TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"568378.769418215","CORROSION",1991,568379
"345","TEXAS EASTERN GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"157397.197685044","EXCAVATION DAMAGE",1991,157397
"346","PEOPLES NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"89191.7453548583","EXCAVATION DAMAGE",1991,89192
"347","K N ENERGY INC(KANSAS NEBRASKA GAS CO)","NO","NO","GT (Gas Transmission)",0,0,"5771.23058178495","EXCAVATION DAMAGE",1991,5771
"348","CNG TRANSMISSION CORP","NO","NO","GT (Gas Transmission)",0,0,"105368.679561377","CORROSION",1991,105369
"349","KANSAS NATURAL INC","YES","YES","GT (Gas Transmission)",0,1,"0","ALL OTHER CAUSES",1991,3333333
"350","UNITED GAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"601911.367956138","CORROSION",1991,601911
"351","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"178033.719159305","CORROSION",1991,178034
"352","TRANSOK INC","NO","NO","GT (Gas Transmission)",0,0,"29205.924459336","EXCAVATION DAMAGE",1991,29206
"353","NORTHERN INDIANA PUBLIC SERVICE CO","YES","YES","GT (Gas Transmission)",0,1,"699543.100822418","EXCAVATION DAMAGE",1991,4032876
"354","TENNESSEE GAS PIPELINE CO","YES","YES","GT (Gas Transmission)",0,4,"0","ALL OTHER CAUSES",1991,13333333
"355","TENNESSEE GAS PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"87442.8876028023","EXCAVATION DAMAGE",1991,87443
"356","MONTANA POWER CO","YES","NO","GT (Gas Transmission)",0,0,"254908.259366433","EXCAVATION DAMAGE",1991,254908
"357","COLUMBIA GAS TRANSMISSION CORP","YES","NO","GT (Gas Transmission)",0,0,"489680.170575693","CORROSION",1991,489680
"358","NORTH CAROLINA NATURAL GAS CORP","YES","NO","GG (Gas Gathering)",0,0,"139908.620164484","EXCAVATION DAMAGE",1991,139909
"359","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"174885.775205605","NATURAL FORCE DAMAGE",1991,174886
"360","CHEVRON USA INC","YES","NO","GG (Gas Gathering)",0,0,"524657.325616814","NATURAL FORCE DAMAGE",1991,524657
"361","MONTEREY PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"131164.331404203","EXCAVATION DAMAGE",1991,131164
"362","VALERO TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"13116.4331404203","ALL OTHER CAUSES",1991,13116
"363","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"34977.1550411209","EXCAVATION DAMAGE",1991,34977
"364","LONE STAR GAS CO","NO","NO","GT (Gas Transmission)",0,0,"8744.28876028023","EXCAVATION DAMAGE",1991,8744
"365","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"104931.465123363","EXCAVATION DAMAGE",1991,104931
"366","VALERO TRANSMISSION CO","NO","NO","GG (Gas Gathering)",0,0,"87442.8876028023","ALL OTHER CAUSES",1991,87443
"367","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"564881.053914103","CORROSION",1991,564881
